HGNC ID	Approved symbol	Alias symbols	UniProt ID(supplied by UniProt)	OMIM ID(supplied by OMIM)	NCBI Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:104	CNNM3		Q8NE01	607804	26505	ENSG00000168763
HGNC:1040	BFSP1	CP94, CP115, LIFL-H, filensin	Q12934	603307	631	ENSG00000125864
HGNC:10400	RPS17L3					
HGNC:10401	RPS18	KE3, KE-3, HKE3, S18	P62269	180473	6222	ENSG00000231500
HGNC:10402	RPS19	S19, eS19, DBA	P39019	603474	6223	ENSG00000105372
HGNC:10403	RPS1L					
HGNC:10404	RPS2	LLREP3, S2	P15880	603624	6187	ENSG00000140988
HGNC:10405	RPS20	S20, uS10	P60866	603682	6224	ENSG00000008988
HGNC:10406	RPS20P3			180463	6225	
HGNC:10407	RPS20P4			180464	6226	ENSG00000241907
HGNC:10408	RPS20P1				54025	ENSG00000229761
HGNC:10409	RPS21	S21	P63220	180477	6227	ENSG00000171858
HGNC:1041	BFSP2	CP47, CP49, LIFL-L, phakinin	Q13515	603212	8419	ENSG00000170819
HGNC:10410	RPS23	S23, uS12	P62266	603683	6228	ENSG00000186468
HGNC:10411	RPS24	S24, eS24	P62847	602412	6229	ENSG00000138326
HGNC:10412	RPS24P1				23756	ENSG00000236477
HGNC:10413	RPS25	S25	P62851	180465	6230	ENSG00000118181
HGNC:10414	RPS26	S26, eS26	P62854	603701	6231	ENSG00000197728
HGNC:10415	RPS26P1				54024	
HGNC:10416	RPS27	MPS-1, MPS1, S27	P42677	603702	6232	ENSG00000177954
HGNC:10417	RPS27A	UBCEP80, Uba80, S27A	P62979	191343	6233	ENSG00000143947
HGNC:10418	RPS28	S28, eS28	P62857	603685	6234	ENSG00000233927
HGNC:10419	RPS29	S29, uS14	P62273	603633	6235	ENSG00000213741
HGNC:1042	BFT					
HGNC:10420	RPS3	FLJ26283, FLJ27450, MGC87870, S3	P23396	600454	6188	ENSG00000149273
HGNC:10421	RPS3A	S3A	P61247	180478	6189	ENSG00000145425
HGNC:10422	RPS3AP1				101241875	ENSG00000233206
HGNC:10423	RPS3L1					
HGNC:10424	RPS4X	DXS306, CCG2, SCAR, SCR10, FLJ40595, RPS4, S4	P62701	312760	6191	ENSG00000198034
HGNC:10425	RPS4Y1	MGC5070, MGC119100, S4	P22090	470000	6192	ENSG00000129824
HGNC:10426	RPS5	S5	P46782	603630	6193	ENSG00000083845
HGNC:10427	RPS5P3				54022	ENSG00000215088
HGNC:10428	RPS5P1				26516	
HGNC:10429	RPS6	S6	P62753	180460	6194	ENSG00000137154
HGNC:1043	BGLAP	OCN	P02818	112260	632	ENSG00000242252
HGNC:10430	RPS6KA1	RSK1, HU-1, p90Rsk, MAPKAPK1	Q15418	601684	6195	ENSG00000117676
HGNC:10431	RPS6KA2	RSK3, HU-2	Q15349	601685	6196	ENSG00000071242
HGNC:10432	RPS6KA3	RSK2, HU-3	P51812	300075	6197	ENSG00000177189
HGNC:10433	RPS6KA4	RSK-B, MSK2	O75676	603606	8986	ENSG00000162302
HGNC:10434	RPS6KA5	MSK1, RLPK	O75582	603607	9252	ENSG00000100784
HGNC:10435	RPS6KA6	RSK4	Q9UK32	300303	27330	ENSG00000072133
HGNC:10436	RPS6KB1	S6K1, p70(S6K)-alpha, PS6K, S6K	P23443	608938	6198	ENSG00000108443
HGNC:10437	RPS6KB2	p70S6Kb, P70-BETA, STK14B, KLS, S6KB, S6Kbeta, S6Kβ	Q9UBS0	608939	6199	ENSG00000175634
HGNC:10438	RPS6KB3					
HGNC:10439	RPS6KC1	humS6PKh1, RSKL1	Q96S38	617517	26750	ENSG00000136643
HGNC:1044	BGN	DSPG1, SLRR1A	P21810	301870	633	ENSG00000182492
HGNC:10440	RPS7	S7, eS7	P62081	603658	6201	ENSG00000171863
HGNC:10441	RPS8	S8	P62241	600357	6202	ENSG00000142937
HGNC:10442	RPS9	S9	P46781	603631	6203	ENSG00000170889
HGNC:10443	RPS9P1				8410	ENSG00000214889
HGNC:10444	RPU1					
HGNC:10445	CNOT9	RCD1, RCD1+, CT129, CAF40	Q92600	612054	9125	ENSG00000144580
HGNC:10446	RRAD	REM3, RAD	P55042	179503	6236	ENSG00000166592
HGNC:10447	RRAS	R-Ras	P10301	165090	6237	ENSG00000126458
HGNC:10448	RRBP1	ES/130, hES	Q9P2E9	601418	6238	ENSG00000125844
HGNC:10449	RREB1	HNT	Q92766	602209	6239	ENSG00000124782
HGNC:1045	BGP					
HGNC:10450	RRH	peropsin	O14718	605224	10692	ENSG00000180245
HGNC:10451	RRM1		P23921	180410	6240	ENSG00000167325
HGNC:10452	RRM2	FLJ25102	P31350	180390	6241	ENSG00000171848
HGNC:10453	RRM2P1					
HGNC:10454	RRM2P2				6244	ENSG00000236484
HGNC:10455	RRM2P3				100420159	ENSG00000214018
HGNC:10456	RRM2P4				6246	ENSG00000235598
HGNC:10457	RS1	XLRS1	O15537	300839	6247	ENSG00000102104
HGNC:10458	RSC1A1	RS1	Q92681	601966	6248	ENSG00000215695
HGNC:10459	RSE					
HGNC:1046	BHLHE40	DEC1, SHARP2, Clast5	O14503	604256	8553	ENSG00000134107
HGNC:10460	RSMD1	RSS				
HGNC:10461	CLIP1	CYLN1, CLIP170, CLIP, CLIP-170	P30622	179838	6249	ENSG00000130779
HGNC:10462	RSS	SRS				
HGNC:10463	RSTS					
HGNC:10464	RSU1	RSP-1, FLJ31034	Q15404	179555	6251	ENSG00000148484
HGNC:10465	RTA1C					
HGNC:10466	RTKN	B5	Q9BST9	602288	6242	ENSG00000114993
HGNC:10467	RTN1		Q16799	600865	6252	ENSG00000139970
HGNC:10468	RTN2	NSP2, NSPL1	O75298	603183	6253	ENSG00000125744
HGNC:10469	RTN3	NSPL2, NSPLII, ASYIP, HAP, RTN3-A1	O95197	604249	10313	ENSG00000133318
HGNC:1047	BHMT	BHMT1	Q93088	602888	635	ENSG00000145692
HGNC:10470	RTT					
HGNC:10471	RUNX1	PEBP2A2, AMLCR1	Q01196	151385	861	ENSG00000159216
HGNC:10472	RUNX2	AML3, PEBP2A1, PEBP2aA1	Q13950	600211	860	ENSG00000124813
HGNC:10473	RUNX3	AML2, PEBP2A3	Q13761	600210	864	ENSG00000020633
HGNC:10474	RUVBL1	TIP49, NMP238, RVB1, TIP49a, Pontin52, ECP54, TIH1, Rvb1, INO80H	Q9Y265	603449	8607	ENSG00000175792
HGNC:10475	RUVBL2	RVB2, TIP48, TIP49b, Reptin52, ECP51, TIH2, INO80J, Rvb2	Q9Y230	604788	10856	ENSG00000183207
HGNC:10476	RVNP2					
HGNC:10477	RXRA	NR2B1	P19793	180245	6256	ENSG00000186350
HGNC:10478	RXRB	NR2B2, H-2RIIBP, RCoR-1	P28702	180246	6257	ENSG00000204231
HGNC:10479	RXRG	NR2B3	P48443	180247	6258	ENSG00000143171
HGNC:1048	BHMT2		Q9H2M3	605932	23743	ENSG00000132840
HGNC:10480	RYBP	YEAF1, AAP1, DEDAF	Q8N488	607535	23429	ENSG00000163602
HGNC:10481	RYK	D3S3195, RYK1, JTK5	P34925	600524	6259	ENSG00000163785
HGNC:10482	RYKP1	JTK5			6260	ENSG00000263219
HGNC:10483	RYR1	RYR, PPP1R137	P21817	180901	6261	ENSG00000196218
HGNC:10484	RYR2	ARVC2, VTSIP	Q92736	180902	6262	ENSG00000198626
HGNC:10485	RYR3		Q15413	180903	6263	ENSG00000198838
HGNC:10486	S100A1	S100-alpha	P23297	176940	6271	ENSG00000160678
HGNC:10487	S100A10	P11, 42C, CLP11	P60903	114085	6281	ENSG00000197747
HGNC:10488	S100A11	S100C	P31949	603114	6282	ENSG00000163191
HGNC:10489	S100A12	p6, MRP6, CGRP, CAAF1, CAGC, ENRAGE	P80511	603112	6283	ENSG00000163221
HGNC:1049	BICD1		Q96G01	602204	636	ENSG00000151746
HGNC:10490	S100A13		Q99584	601989	6284	ENSG00000189171
HGNC:10491	S100A11P1				729659	ENSG00000237632
HGNC:10492	S100A2	CAN19	P29034	176993	6273	ENSG00000196754
HGNC:10493	S100A3		P33764	176992	6274	ENSG00000188015
HGNC:10494	S100A4	P9KA, 18A2, PEL98, 42A, FSP1	P26447	114210	6275	ENSG00000196154
HGNC:10495	S100A5		P33763	176991	6276	ENSG00000196420
HGNC:10496	S100A6	2A9, PRA, CABP	P06703	114110	6277	ENSG00000197956
HGNC:10497	S100A7	S100A7c	P31151	600353	6278	ENSG00000143556
HGNC:10498	S100A8	P8, MRP8, 60B8AG, CGLA	P05109	123885	6279	ENSG00000143546
HGNC:10499	S100A9	P14, MIF, NIF, LIAG, MRP14, MAC387, 60B8AG, CGLB	P06702	123886	6280	ENSG00000163220
HGNC:105	CNNM4	KIAA1592	Q6P4Q7	607805	26504	ENSG00000158158
HGNC:1050	BID		P55957	601997	637	ENSG00000015475
HGNC:10500	S100B	S100beta	P04271	176990	6285	ENSG00000160307
HGNC:10501	S100D					
HGNC:10502	S100E					
HGNC:10503	S100L					
HGNC:10504	S100P		P25815	600614	6286	ENSG00000163993
HGNC:10505	S11					
HGNC:10506	S12					
HGNC:10507	S13					
HGNC:10508	S14					
HGNC:10509	S7	SA7-2				
HGNC:1051	BIK	NBK	Q13323	603392	638	ENSG00000100290
HGNC:10510	S8					
HGNC:10511	S9					
HGNC:10512	SAA@	SAA				
HGNC:10513	SAA1	PIG4, TP53I4	P0DJI8	104750	6288	ENSG00000173432
HGNC:10514	SAA2		P0DJI9	104751	6289	ENSG00000134339
HGNC:10515	SAA3P				6290	ENSG00000166787
HGNC:10516	SAA4	C-SAA, CSAA	P35542	104752	6291	ENSG00000148965
HGNC:10517	SAA5					
HGNC:10518	VPS52	ARE1	Q8N1B4	603443	6293	ENSG00000223501
HGNC:10519	SACS	ARSACS, KIAA0730, DKFZp686B15167, DNAJC29, SPAX6, PPP1R138	Q9NZJ4	604490	26278	ENSG00000151835
HGNC:1052	BIN1	SH3P9, AMPH2	O00499	601248	274	ENSG00000136717
HGNC:10520	SAFB	HET, SAFB1	Q15424	602895	6294	ENSG00000160633
HGNC:10521	SAG	ARRESTIN, RP47	P10523	181031	6295	ENSG00000130561
HGNC:10522	ACSM3	SA	Q53FZ2	145505	6296	ENSG00000005187
HGNC:10523	SAI1					
HGNC:10524	SALL1	Hsal1, ZNF794	Q9NSC2	602218	6299	ENSG00000103449
HGNC:10525	SALL1P1				139163	ENSG00000227391
HGNC:10526	SALL2	KIAA0360, Hsal2, ZNF795	Q9Y467	602219	6297	ENSG00000165821
HGNC:10527	SALL3	ZNF796	Q9BXA9	605079	27164	ENSG00000256463
HGNC:10528	SAMSN1	NASH1, SASH2, SH3D6B, HACS1, SLy2	Q9NSI8	607978	64092	ENSG00000155307
HGNC:10529	SAP1					
HGNC:1053	BIN2	BRAP-1	Q9UBW5	605936	51411	ENSG00000110934
HGNC:10530	SAP18	SAP18p, 2HOR0202, MGC27131	O00422	602949	10284	ENSG00000150459
HGNC:10531	SAP2					
HGNC:10532	SAP30		O75446	603378	8819	ENSG00000164105
HGNC:10533	SAPK3					
HGNC:10534	SAR1A	SAR1, Sara	Q9NR31	607691	56681	ENSG00000079332
HGNC:10535	SAR1B		Q9Y6B6	607690	51128	ENSG00000152700
HGNC:10536	SARDH	SDH	Q9UL12	604455	1757	ENSG00000123453
HGNC:10537	SARS1	SERS	P49591	607529	6301	ENSG00000031698
HGNC:10538	SART1	Ara1, Snu66, SNRNP110, HAF	O43290	605941	9092	ENSG00000175467
HGNC:10539	TSPAN31		Q12999	181035	6302	ENSG00000135452
HGNC:1054	BIN3		Q9NQY0	606396	55909	ENSG00000147439
HGNC:10540	SAT1	SSAT	P21673	313020	6303	ENSG00000130066
HGNC:10541	SATB1		Q01826	602075	6304	ENSG00000182568
HGNC:10542	SBF1	MTMR5, DENND7A	O95248	603560	6305	ENSG00000100241
HGNC:10543	SBMA					
HGNC:10544	SC					
HGNC:10545	MSMO1	DESP4, ERG25	Q15800	607545	6307	ENSG00000052802
HGNC:10546	SC4MOP	DESP4P1			6308	ENSG00000224339
HGNC:10547	SC5D		O75845	602286	6309	ENSG00000109929
HGNC:10548	ATXN1	D6S504E, ATX1	P54253	601556	6310	ENSG00000124788
HGNC:10549	ATXN10	E46L, FLJ37990	Q9UBB4	611150	25814	ENSG00000130638
HGNC:1055	BLCAP	BC10	P62952	613110	10904	ENSG00000166619
HGNC:10550	SCA11					
HGNC:10551	SCA12	PPP2R2B				
HGNC:10552	SCA13					
HGNC:10553	SCA14					
HGNC:10554	SCA16					
HGNC:10555	ATXN2	ATX2	Q99700	601517	6311	ENSG00000204842
HGNC:10556	SCA3					
HGNC:10557	SCA4					
HGNC:10558	SCA5					
HGNC:10559	SCA6					
HGNC:1056	BLIMP1					
HGNC:10560	ATXN7	OPCA3, ADCAII, SGF73	O15265	607640	6314	ENSG00000163635
HGNC:10561	ATXN8OS	NCRNA00003	P0DMR3	603680	6315	ENSG00000230223
HGNC:10562	SCAF#					
HGNC:10563	SCAMP1	SCAMP37	O15126	606911	9522	ENSG00000085365
HGNC:10564	SCAMP2		O15127	606912	10066	ENSG00000140497
HGNC:10565	SCAMP3		O14828	606913	10067	ENSG00000116521
HGNC:10566	SCAND1	SDP1, RAZ1	P57086	610416	51282	ENSG00000171222
HGNC:10567	SCAND2P		Q9GZW5	610417	54581	ENSG00000176700
HGNC:10568	SCC					
HGNC:10569	SERPINB3	T4-A, HsT1196	P29508	600517	6317	ENSG00000057149
HGNC:1057	BLK	MGC10442	P51451	191305	640	ENSG00000136573
HGNC:10570	SERPINB4	PI11, LEUPIN, SCCA-2, SCCA1	P48594	600518	6318	ENSG00000206073
HGNC:10571	SCD	FADS5	O00767	604031	6319	ENSG00000099194
HGNC:10572	SCDP1				645313	ENSG00000226549
HGNC:10573	SCEL	FLJ21667, MGC22531	O95171	604112	8796	ENSG00000136155
HGNC:10574	SCG1					
HGNC:10575	SCG2	CHGC, SgII, SN	P13521	118930	7857	ENSG00000171951
HGNC:10576	CLEC11A	P47, LSLCL, CLECSF3	Q9Y240	604713	6320	ENSG00000105472
HGNC:10577	STMN2	SCG10	Q93045	600621	11075	ENSG00000104435
HGNC:10578	SCIDA	A-SCID				
HGNC:10579	SCIDX1					
HGNC:1058	BLM	BS, RECQL3, RECQ2	P54132	604610	641	ENSG00000197299
HGNC:10580	SCML1		Q9UN30	300227	6322	ENSG00000047634
HGNC:10581	SCML2		Q9UQR0	300208	10389	ENSG00000102098
HGNC:10582	SCN10A	Nav1.8, hPN3, SNS, PN3	Q9Y5Y9	604427	6336	ENSG00000185313
HGNC:10583	SCN11A	Nav1.9, NaN, SNS-2	Q9UI33	604385	11280	ENSG00000168356
HGNC:10584	SCN12A					
HGNC:10585	SCN1A	Nav1.1, GEFSP2, HBSCI, NAC1, SMEI	P35498	182389	6323	ENSG00000144285
HGNC:10586	SCN1B		Q07699	600235	6324	ENSG00000105711
HGNC:10587	SCN2A1	HBSCI				
HGNC:10588	SCN2A	Nav1.2, HBSCII, HBSCI	Q99250	182390	6326	ENSG00000136531
HGNC:10589	SCN2B		O60939	601327	6327	ENSG00000149575
HGNC:1059	BLMH	BH	Q13867	602403	642	ENSG00000108578
HGNC:10590	SCN3A	Nav1.3	Q9NY46	182391	6328	ENSG00000153253
HGNC:10591	SCN4A	Nav1.4, HYPP, SkM1	P35499	603967	6329	ENSG00000007314
HGNC:10592	SCN4B	LQT10	Q8IWT1	608256	6330	ENSG00000177098
HGNC:10593	SCN5A	Nav1.5, LQT3, HB1, HBBD, PFHB1, IVF, HB2, HH1, SSS1, CDCD2, CMPD2, ICCD	Q14524	600163	6331	ENSG00000183873
HGNC:10594	SCN7A	Nav2.1, Nav2.2, NaG	Q01118	182392	6332	ENSG00000136546
HGNC:10595	SCN6A					
HGNC:10596	SCN8A	Nav1.6, NaCh6, PN4, CerIII, CIAT	Q9UQD0	600702	6334	ENSG00000196876
HGNC:10597	SCN9A	Nav1.7, PN1, NE-NA, NENA, ETHA	Q15858	603415	6335	ENSG00000169432
HGNC:10598	SCNN1					
HGNC:10599	SCNN1A	ENaCalpha	P37088	600228	6337	ENSG00000111319
HGNC:106	ACH					
HGNC:1060	CXCR5	MDR15, CD185	P32302	601613	643	ENSG00000160683
HGNC:10600	SCNN1B	ENaCbeta	P51168	600760	6338	ENSG00000168447
HGNC:10601	SCNN1D	ENaCdelta, dNaCh	P51172	601328	6339	ENSG00000162572
HGNC:10602	SCNN1G	ENaCgamma, SCNEG	P51170	600761	6340	ENSG00000166828
HGNC:10603	SCO1		O75880	603644	6341	ENSG00000133028
HGNC:10604	SCO2	SCO1L	O43819	604272	9997	ENSG00000284194
HGNC:10605	SCOD1					
HGNC:10606	SCP2		P22307	184755	6342	ENSG00000116171
HGNC:10607	SCT		P09683	182099	6343	ENSG00000070031
HGNC:10608	SCTR		P47872	182098	6344	ENSG00000080293
HGNC:10609	CCL1	I-309, TCA3, P500, SISe	P22362	182281	6346	ENSG00000108702
HGNC:1061	BLVR					
HGNC:10610	CCL11	eotaxin, MGC22554	P51671	601156	6356	ENSG00000172156
HGNC:10611	CCL13	MCP-4, NCC-1, SCYL1, CKb10, MGC17134	Q99616	601391	6357	ENSG00000181374
HGNC:10612	CCL14	HCC-1, HCC-3, NCC-2, SCYL2, CKb1, MCIF	Q16627	601392	6358	ENSG00000276409
HGNC:10613	CCL15	HCC-2, NCC-3, SCYL3, MIP-5, Lkn-1, MIP-1d, HMRP-2B	Q16663	601393	6359	ENSG00000275718
HGNC:10614	CCL16	NCC-4, SCYL4, LEC, HCC-4, LMC, LCC-1, CKb12, Mtn-1	O15467	601394	6360	ENSG00000275152
HGNC:10615	CCL17	TARC, ABCD-2	Q92583	601520	6361	ENSG00000102970
HGNC:10616	CCL18	DC-CK1, PARC, AMAC-1, DCCK1, MIP-4, CKb7	P55774	603757	6362	ENSG00000275385
HGNC:10617	CCL19	ELC, MIP-3b, exodus-3, CKb11	Q99731	602227	6363	ENSG00000172724
HGNC:10618	CCL2	MCP1, MCP-1, MCAF, SMC-CF, GDCF-2, HC11, MGC9434	P13500	158105	6347	ENSG00000108691
HGNC:10619	CCL20	LARC, MIP-3a, exodus-1, ST38, CKb4	P78556	601960	6364	ENSG00000115009
HGNC:1062	BLVRA		P53004	109750	644	ENSG00000106605
HGNC:10620	CCL21	SLC, exodus-2, TCA4, CKb9, 6Ckine, ECL	O00585	602737	6366	ENSG00000137077
HGNC:10621	CCL22	MDC, STCP-1, ABCD-1, DC/B-CK, A-152E5.1, MGC34554	O00626	602957	6367	ENSG00000102962
HGNC:10622	CCL23	Ckb-8, MPIF-1, MIP-3, CKb8	P55773	602494	6368	ENSG00000274736
HGNC:10623	CCL24	Ckb-6, MPIF-2, eotaxin-2, MPIF2	O00175	602495	6369	ENSG00000106178
HGNC:10624	CCL25	TECK, Ckb15	O15444	602565	6370	ENSG00000131142
HGNC:10625	CCL26	MIP-4alpha, eotaxin-3, IMAC, MIP-4a, TSC-1	Q9Y258	604697	10344	ENSG00000006606
HGNC:10626	CCL27	ALP, ILC, CTACK, skinkine, ESkine, PESKY, CTAK	Q9Y4X3	604833	10850	ENSG00000213927
HGNC:10627	CCL3	G0S19-1, LD78ALPHA, MIP-1-alpha	P10147	182283	6348	ENSG00000277632
HGNC:10628	CCL3L1	G0S19-2, LD78BETA	P16619	601395	6349	
HGNC:10629	CCL3P1	LD78gamma		609467	390788	
HGNC:1063	BLVRB	SDR43U1	P30043	600941	645	ENSG00000090013
HGNC:10630	CCL4	MIP-1-beta, Act-2, AT744.1	P13236	182284	6351	ENSG00000275302
HGNC:10631	CCL4L1	AT744.2, LAG-1	Q8NHW4	603782	388372	
HGNC:10632	CCL5	RANTES, SISd, TCP228, MGC17164	P13501	187011	6352	ENSG00000271503
HGNC:10634	CCL7	MCP-3, NC28, FIC, MARC, MCP3	P80098	158106	6354	ENSG00000108688
HGNC:10635	CCL8	MCP-2, HC14	P80075	602283	6355	ENSG00000108700
HGNC:10636	SCYAR1					
HGNC:10637	CXCL10	IFI10, IP-10, crg-2, mob-1, C7, gIP-10	P02778	147310	3627	ENSG00000169245
HGNC:10638	CXCL11	H174, b-R1, I-TAC, IP-9	O14625	604852	6373	ENSG00000169248
HGNC:10639	CXCL13	BLC, BCA-1, BLR1L, ANGIE, ANGIE2	O43927	605149	10563	ENSG00000156234
HGNC:1064	BLYM					
HGNC:10640	CXCL14	BRAK, NJAC, bolekine, Kec, MIP-2g, BMAC, KS1	O95715	604186	9547	ENSG00000145824
HGNC:10641	CXCL1P1	MGSAP, GROP, GRO1P			50612	ENSG00000250339
HGNC:10642	CXCL5	ENA-78	P42830	600324	6374	ENSG00000163735
HGNC:10643	CXCL6	GCP-2, CKA-3	P80162	138965	6372	ENSG00000124875
HGNC:10644	SCYB9B					
HGNC:10645	XCL1	LPTN, ATAC, SCM-1a, SCM-1	P47992	600250	6375	ENSG00000143184
HGNC:10646	XCL2	SCM-1b	Q9UBD3	604828	6846	ENSG00000143185
HGNC:10647	CX3CL1	NTN, C3Xkine, ABCD-3, CXC3C, CXC3	P78423	601880	6376	ENSG00000006210
HGNC:10648	AIMP1	EMAPII, EMAP-2, p43	Q12904	603605	9255	ENSG00000164022
HGNC:10649	SCZD1					
HGNC:1065	BLZF1	JEM-1	Q9H2G9	608692	8548	ENSG00000117475
HGNC:10650	SCZD2					
HGNC:10651	SCZD3					
HGNC:10652	SCZD4					
HGNC:10653	SCZD5					
HGNC:10654	SCZD6					
HGNC:10655	SCZD7					
HGNC:10656	SCZD8					
HGNC:10657	SD					
HGNC:10658	SDC1	CD138, syndecan, SYND1	P18827	186355	6382	ENSG00000115884
HGNC:10659	SDC2	fibroglycan, SYND2, CD362	P34741	142460	6383	ENSG00000169439
HGNC:1066	BMI1	RNF51	P35226	164831	648	ENSG00000168283
HGNC:10660	SDC3	N-syndecan, SYND3	O75056	186357	9672	ENSG00000162512
HGNC:10661	SDC4	SYND4, amphiglycan, ryudocan	P31431	600017	6385	ENSG00000124145
HGNC:10662	SDCBP	SYCL, MDA-9	O00560	602217	6386	ENSG00000137575
HGNC:10663	NEMF	NY-CO-1, FLJ10051	O60524	608378	9147	ENSG00000165525
HGNC:10664	CWC27	NY-CO-10, SDCCAG-10	Q6UX04	617170	10283	ENSG00000153015
HGNC:10665	UTP14A	NY-CO-16, Utp14	Q9BVJ6	300508	10813	ENSG00000156697
HGNC:10666	STARD10	NY-CO-28, CGI-52, PCTP2	Q9Y365	617382	10809	ENSG00000214530
HGNC:10667	ENTR1	NY-CO-3	Q96C92	618289	10807	ENSG00000165689
HGNC:10668	NOXA1	NY-CO-31, FLJ25475	Q86UR1	611255	10811	ENSG00000188747
HGNC:10669	TSHZ1	NY-CO-33, TSH1	Q6ZSZ6	614427	10194	ENSG00000179981
HGNC:1067	BMP1	BMP-1	P13497	112264	649	ENSG00000168487
HGNC:10670	SDCCAG43	NY-CO-43				
HGNC:10671	SDCCAG8	NY-CO-8, CCCAP, SLSN7, NPHP10, BBS16	Q86SQ7	613524	10806	ENSG00000054282
HGNC:10672	CXCL12	SCYB12, SDF-1a, SDF-1b, PBSF, TLSF-a, TLSF-b, TPAR1	P48061	600835	6387	ENSG00000107562
HGNC:10673	SDF1A					
HGNC:10674	SDF1B					
HGNC:10675	SDF2		Q99470	602934	6388	ENSG00000132581
HGNC:10676	SDF2L1	AP000553.C22.4, OTTHUMT00000075032	Q9HCN8	607551	23753	ENSG00000128228
HGNC:10677	SDGF					
HGNC:10678	SDH1					
HGNC:10679	SDH2					
HGNC:1068	BMP15	GDF9B	O95972	300247	9210	ENSG00000130385
HGNC:10680	SDHA	FP, SDHF	P31040	600857	6389	ENSG00000073578
HGNC:10681	SDHB		P21912	185470	6390	ENSG00000117118
HGNC:10682	SDHC	CYB560, cybL	Q99643	602413	6391	ENSG00000143252
HGNC:10683	SDHD	cybS	O14521	602690	6392	ENSG00000204370
HGNC:10684	SDHDP1				100289186	ENSG00000267162
HGNC:10685	SDHDP2				647081	ENSG00000227073
HGNC:10686	SDHDP3				29771	ENSG00000244381
HGNC:10687	SDHDP4				29770	ENSG00000236930
HGNC:10688	SDHDP5				29769	ENSG00000229744
HGNC:10689	SDHDP6				29768	ENSG00000224183
HGNC:1069	BMP2		P12643	112261	650	ENSG00000125845
HGNC:10690	CAVIN2	SDR, PS-p68, cavin-2	O95810	606728	8436	ENSG00000168497
HGNC:10691	SDS	SDH	P20132	182128	10993	ENSG00000135094
HGNC:10692	SDU					
HGNC:10693	SDYS					
HGNC:10694	SE					
HGNC:10695	SEA					
HGNC:10696	EXOC5	SEC10, SEC10P	O00471	604469	10640	ENSG00000070367
HGNC:10697	SEC13	SEC13R, npp-20	P55735	600152	6396	ENSG00000157020
HGNC:10698	SEC14L1	PRELID4A	Q92503	601504	6397	ENSG00000129657
HGNC:10699	SEC14L2	TAP, SPF, KIAA1186, KIAA1658, TAP1	O76054	607558	23541	ENSG00000100003
HGNC:107	ACHAP					
HGNC:1070	BMP3		P12645	112263	651	ENSG00000152785
HGNC:10700	SEC22B	ERS-24	O75396	604029	9554	ENSG00000265808
HGNC:10701	SEC23A		Q15436	610511	10484	ENSG00000100934
HGNC:10702	SEC23B	CDA-II, CDAII, HEMPAS	Q15437	610512	10483	ENSG00000101310
HGNC:10703	SEC24A		O95486	607183	10802	ENSG00000113615
HGNC:10704	SEC24B		O95487	607184	10427	ENSG00000138802
HGNC:10705	SEC24C	KIAA0079	P53992	607185	9632	ENSG00000176986
HGNC:10706	SEC24D	KIAA0755	O94855	607186	9871	ENSG00000150961
HGNC:10707	SECTM1	K12	Q8WVN6	602602	6398	ENSG00000141574
HGNC:10708	SEDC					
HGNC:10709	SEDL					
HGNC:1071	BMP4		P12644	112262	652	ENSG00000125378
HGNC:10710	TRAPPC2B	SEDLP1, MIP-2A	P0DI82		10597	ENSG00000256060
HGNC:10711	TRAPPC2P2				27196	ENSG00000253124
HGNC:10712	TRAPPC2P3				27195	ENSG00000224964
HGNC:10713	TRAPPC2P4				27194	ENSG00000232914
HGNC:10714	TRAPPC2P5				27193	ENSG00000225256
HGNC:10715	TRAPPC2P6				27192	
HGNC:10716	TRAPPC2P7				392597	ENSG00000249606
HGNC:10717	SEL1L	IBD2, SEL1L1, Hrd3	Q9UBV2	602329	6400	ENSG00000071537
HGNC:10718	SELE	ESEL, CD62E	P16581	131210	6401	ENSG00000007908
HGNC:10719	SELENBP1	hSP56, hSBP, LPSB	Q13228	604188	8991	ENSG00000143416
HGNC:1072	BMP5		P22003	112265	653	ENSG00000112175
HGNC:10720	SELL	LSEL, LAM1, LAM-1, hLHRc, Leu-8, Lyam-1, PLNHR, CD62L	P14151	153240	6402	ENSG00000188404
HGNC:10721	SELP	CD62, PSEL, PADGEM, GMP140, CD62P	P16109	173610	6403	ENSG00000174175
HGNC:10722	SELPLG	PSGL-1, CD162	Q14242	600738	6404	ENSG00000110876
HGNC:10723	SEMA3A	SEMA1, SemD, coll-1, Hsema-I	Q14563	603961	10371	ENSG00000075213
HGNC:10724	SEMA3B	SemA, semaV, LUCA-1, sema5	Q13214	601281	7869	ENSG00000012171
HGNC:10725	SEMA3C	SemE	Q99985	602645	10512	ENSG00000075223
HGNC:10726	SEMA3D	coll-2, Sema-Z2	O95025	609907	223117	ENSG00000153993
HGNC:10727	SEMA3E	M-SemaK, KIAA0331, coll-5	O15041	608166	9723	ENSG00000170381
HGNC:10728	SEMA3F	SEMAK, Sema4	Q13275	601124	6405	ENSG00000001617
HGNC:10729	SEMA4A	SemB, FLJ12287, CORD10	Q9H3S1	607292	64218	ENSG00000196189
HGNC:1073	BMP6	VGR1	P22004	112266	654	ENSG00000153162
